trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
243,False,"{'a': 0.25, 'e': 0.08696655909824688}",20,6,4.0157334216776315,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
244,False,"{'a': 0.25, 'e': 0.0860968935072644}",20,6,24.878630737443714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.25, 'e': 0.08523592457219176}",20,14,-33.301930600826246,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.25, 'e': 0.08438356532646984}",20,6,24.24493019885102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.25, 'e': 0.08353972967320515}",25,7,11.21798489069743,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
248,False,"{'a': 0.25, 'e': 0.0827043323764731}",30,13,5.1184872407520965,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.25, 'e': 0.08187728905270836}",25,18,15.209585693664962,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.25, 'e': 0.08105851616218128}",20,9,19.695283960040737,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.25, 'e': 0.08024793100055946}",35,28,15.44384199991882,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.25, 'e': 0.07944545169055386}",20,5,23.42427059610085,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.25, 'e': 0.07865099717364833}",20,10,-24.16716892400349,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.25, 'e': 0.07786448720191184}",25,14,18.175929841462523,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.25, 'e': 0.07708584232989273}",25,14,-5.367071585365196,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.25, 'e': 0.0763149839065938}",25,9,29.575137352125154,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.25, 'e': 0.07555183406752786}",20,10,9.66984960043596,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.25, 'e': 0.07479631572685258}",25,11,27.542551844626406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.25, 'e': 0.07404835256958406}",30,17,23.54158731875078,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.25, 'e': 0.07330786904388821}",20,8,20.27889380870099,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.25, 'e': 0.07257479035344933}",20,12,14.027026357870014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.25, 'e': 0.07184904244991484}",25,16,17.566177538790267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.25, 'e': 0.07113055202541568}",25,15,17.39079968404296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.25, 'e': 0.07041924650516153}",25,12,26.16713225699463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.25, 'e': 0.06971505404010991}",20,7,2.5127402554347213,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
266,False,"{'a': 0.25, 'e': 0.06901790349970881}",25,0,34.4207619849391,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.25, 'e': 0.06832772446471172}",20,13,10.342089040285268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.25, 'e': 0.0676444472200646}",20,11,0.8235943947135731,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.25, 'e': 0.06696800274786396}",20,0,21.037600987123668,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
270,False,"{'a': 0.25, 'e': 0.06629832272038531}",25,19,7.652302750339924,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.25, 'e': 0.06563533949318147}",25,10,28.300458334324503,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.25, 'e': 0.06497898609824965}",25,19,11.709206857758502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.25, 'e': 0.06432919623726716}",25,8,27.306737367416037,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.25, 'e': 0.06368590427489448}",25,10,30.260133437782656,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.25, 'e': 0.06304904523214554}",20,0,14.353390739077588,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.25, 'e': 0.06241855477982408}",20,3,33.41085041876863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.25, 'e': 0.06179436923202584}",20,8,22.10480679608178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.25, 'e': 0.06117642553970558}",25,0,42.48364346887499,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.25, 'e': 0.06056466128430853}",35,18,31.29162442677257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.25, 'e': 0.05995901467146544}",20,14,12.479771523098934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.25, 'e': 0.059359424524750785}",25,15,21.10670834460722,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.25, 'e': 0.05876583027950327}",20,10,21.00094223228976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.25, 'e': 0.05817817197670824}",20,16,7.446493855227461,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.25, 'e': 0.05759639025694116}",25,13,10.919317480655913,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.25, 'e': 0.057020426354371746}",25,20,7.246576758120015,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.25, 'e': 0.05645022209082803}",30,19,20.386393061399435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.25, 'e': 0.05588571986991975}",20,11,14.726892911956838,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.25, 'e': 0.05532686267122055}",20,15,0.9423648954007613,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.25, 'e': 0.05477359404450834}",35,13,42.11345237851695,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.25, 'e': 0.05422585810406326}",25,0,29.336381082100896,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.25, 'e': 0.05368359952302263}",30,16,21.23955715947054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.25, 'e': 0.0531467635277924}",25,11,26.720172675454283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.25, 'e': 0.05261529589251448}",25,2,20.76629184675916,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.25, 'e': 0.05208914293358933}",20,10,16.09675299041297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.25, 'e': 0.05156825150425344}",30,17,12.2644036855843,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.25, 'e': 0.0510525689892109}",20,15,9.170446218227555,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.25, 'e': 0.050542043299318794}",25,10,23.65820351751647,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.25, 'e': 0.050036622866325604}",20,6,23.30918917846929,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.25, 'e': 0.04953625663766235}",30,11,35.93271108029277,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,6,24.293283987540114,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,13,16.684938538720875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,8,36.185122734802235,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,11,19.724663438726733,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,11,15.488550132373527,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,7,30.741153666557278,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,15,30.51618012452906,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,10,29.098697761159812,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,14,18.680813382631495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",30,18,21.061182217715253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
